ISO,Question,Answer,Citation,Pincite ,Comment,,
EUN,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Silent,,,,,
EUN,9(a) Must the state cyber operation generate prohibited effects directly?,Silent,,,,,
EUN,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent,,,,,
EUN,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Silent,,,,,
EUN,10(a) Can state sponsored ransomware operations violate the sovereignty of another State?,Silent,,,,,
EUN,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,,,
EUN,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,,,
EUN,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Ambiguous,"A violation of the obligation to respect sovereignty may occur when a cyber operation, attributable to a State, infringes upon another State’s territorial integrity or leads to interference with or usurpation of inherently governmental functions of another State”","European Union Declaration on a Common Understanding of International Law in Cyberspace, pg.4, ¶3 (2024).",,,
EUN,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
EUN,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent,,,,,
EUN,13(a) Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Silent,,,,,
EUN,14. Are violations of sovereignty assessed on a case-by-case basis?,Silent,,,,,
FIN,1. Is sovereignty a foundational principle of the international legal order?,Yes,"“In this sense, sovereignty is a foundational principle of the international legal order.”","International Law and Cyberspace: Finland's National Positions, pg.1, ¶3 (2023).",,,
FIN,2.  Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"“Sovereignty confers each State the exclusive right to exercise the functions of a State within a certain territory, and protects its territorial integrity and political independence from interference by other States..”¶","International Law and Cyberspace: Finland's National Positions, pg.1, ¶3 (2023).","It is plainly stated that the entire field of cyberspace by its nature cannot be governed by any one state, but cyber infrastructure residing in a state can be regulated by the state.",,
FIN,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes,"“While cyberspace as a whole cannot be subject to appropriation by any State, each State has jurisdiction over the  cyber infrastructure and the persons engaged in cyber activities within its territory.”","International Law and Cyberspace: Finland's National Positions, pg.1, ¶3 (2023).¶",Answer can be inferred from the statement.,,
FIN,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes,"“It should nevertheless be underlined that individuals enjoy the same international human rights with respect to cyber-related activities as otherwise and, accordingly, that States are bound by all their human rights obligations both online and offline.”","International Law and Cyberspace: Finland's National Positions, pg.7, ¶5 (2023).¶¶",,,
FIN,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Yes,"“Finland sees sovereignty as a primary rule of international law, a breach of which amounts to an internationally wrongful act and triggers State responsibility”","International Law and Cyberspace: Finland's National Positions, pg.3, ¶2 (2023).¶¶",,,
FIN,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Yes,"“Below the threshold of prohibited intervention, all States have an obligation to refrain from acts that violate the territorial integrity or political independence of other States.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶1 (2023).¶",,,
FIN,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,Yes,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the cyber infrastructure in another State’s territory may amount to a violation of that State’s sovereignty. The prohibition of cyber operations violating the territorial sovereignty of another State protects, first of all, the cyber infrastructure located in the territory of that State, or ¶otherwise under its jurisdiction, as well as computer networks and systems supported by such infrastructure, from material harm. The situation is the same irrespective of whether such ¶infrastructure belongs to or is operated by governmental institutions, private entities or private ¶individuals. In addition to material harm that may be caused by such an operation, other relevant ¶considerations include whether an intrusion in the cyber infrastructure triggers a loss of ¶functionality of the equipment relying on it, or modifies or deletes information belonging to the ¶target State, or to private actors in its territory. ¶¶“More generally, an unauthorized intrusion by cyber means may be seen as a violation of the target State’s territorial sovereignty if it interferes with data or services that are necessary for the exercise of inherently governmental functions. This rule put forward in the Tallinn Manual 2.0 is consistent with the understanding of violations of sovereignty as unauthorized exercise of authority in another State’s territory.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶3, 4 (2023).¶¶",,,
FIN,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur? ¶,Silent,,,,,
FIN,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent,,,,,
FIN,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?,Yes,"“The prohibition of cyber operations violating the territorial sovereignty of another State protects, first of all, the cyber infrastructure located in the territory of that State, or otherwise under its jurisdiction, as well as computer networks and systems supported by such ¶infrastructure, from material harm”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶1 (2023).¶¶¶",,,
FIN,6(a) Do any physical effects constitute a violation?,Ambiguous,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the ¶cyber infrastructure in another State’s territory may amount to a violation of that State’s ¶sovereignty.","International Law and Cyberspace: Finland's National Positions, pg.2 (2023).¶","Read holistically, “material harm” “may” constitute a violation.",,
FIN,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?",No,"“In addition to material harm that may be caused by such an operation, other relevant considerations include whether an intrusion in the cyber infrastructure triggers a loss of functionality of the equipment relying on it, or modifies or deletes information belonging to the ¶target State, or to private actors in its territory.”",,,,
FIN,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Silent¶,,,,,
FIN,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,Silent,,¶,,,
FIN,7 Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Yes," “...other relevant considerations include whether an intrusion in the cyber infrastructure triggers a loss of functionality of the equipment relying on it, or modifies or deletes information belonging to the target State, or to private actors in its territory.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶3 (2023).¶",,,
FIN,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?,Ambiguous,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the ¶cyber infrastructure in another State’s territory may amount to a violation of that State’s ¶sovereignty ¶¶“...other relevant considerations include whether an intrusion in the cyber infrastructure triggers a loss of functionality of the equipment relying on it or modifies or deletes information belonging to the target State, or to private actors in its territory.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶3 (2023).¶",,,
FIN,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Ambiguous ,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the cyber infrastructure in another State’s territory may amount to a violation of that State’s sovereignty.¶¶ “...other relevant considerations include whether an intrusion in the cyber infrastructure triggers a loss of functionality of the equipment relying on it, or modifies or deletes information belonging to the target State, or to private actors in its territory.”","International Law and Cyberspace: Finland’s National Positions, pg. 2, ¶3 (2023). ",,,
FIN,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,,,,
FIN,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?,Yes,"“More generally, an unauthorized intrusion by cyber means may be seen as a violation of the target State’s territorial sovereignty if it interferes with data or services that are necessary for the exercise of inherently governmental functions.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶4 (2023).¶¶",,,
FIN,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Silent¶,,,,,
FIN,9(a) Must the state cyber operation generate prohibited effects directly?,Silent¶,,,,,
FIN,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent¶,,,,,
FIN,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Yes,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the cyber infrastructure in another State’s territory may amount to a violation of that State’s sovereignty.¶¶ “...other relevant considerations include whether an intrusion in the cyber infrastructure triggers a loss of functionality of the equipment relying on it, or modifies or deletes information belonging to the target State, or to private actors in its territory.”","International Law and Cyberspace: Finland's National Positions, pg.2, ¶3 (2023).¶",,,
FIN,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?,Silent¶,,,,,
FIN,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent¶,,,,,
FIN,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent¶,,,,,
FIN,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Silent,,,,,
FIN,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
FIN,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent¶,,,,,
FIN,13(a) Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Yes,"Similarly, a non-consensual intrusion in the computer networks and systems that rely on the cyber infrastructure in another State’s territory may amount to a violation of that State’s sovereignty.","International Law and Cyberspace Finland’s National Positions, pg.2 (2023).",,,
FIN,14. Are violations of sovereignty assessed on a case-by-case basis?,Yes,Whether an unauthorized cyber intrusion violates the target State’s sovereignty ¶depends on its nature and consequences and is subject to a case-by-case assessment.¶,"International Law and Cyberspace: Finland's National Positions, pg.3, ¶2 (2023).¶¶",,,
FRA,1. Is sovereignty a foundational principle of the international legal order?,Yes,The principle of sovereignty applies to cyberspace. France exercises its sovereignty over the ¶information systems located on its territory.," France International Law Applied To Operations in Cyberspace, pg.3, (2021).",Inferrered from quoted language and statement.,,
FRA,2. Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"“France exercises its sovereignty over the information systems located on its territory. In compliance with the due diligence requirement, it ensures that its territory is not used for internationally wrongful acts using ICTs.”¶"," France International Law Applied To Operations in Cyberspace, pg.2, §1.1.1, ¶4 (2021).¶¶",,,
FRA,"2(a) Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes,"“States targeted by such cyberattacks are entitled to respond to them within the framework of the options offered by international law. In response to a cyberattack, France may consider diplomatic responses to certain incidents, counter-measures, or even coercive action by the armed forces if an attack constitutes armed aggression.”¶¶"," France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2  (2021).¶¶","Within the statement, France held they retained the authority and ability to safeguard their cyberinfrastructure, including the implementation of countermeasures. Furthermore, they interpeted international law only permitted the use of countermeasures in situations where nations are themselves victims, and barred such action in the interest of another nation.",,
FRA,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Silent,,,,,
FRA,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Yes ,"“Many States are acquiring the capacity to prepare and conduct operations in cyberspace. When carried out to the detriment of the rights of other States, such operations may breach international law. Depending on the extent of their intrusion or their effects, they may violate the principles of sovereignty, non-intervention or even the prohibition of the threat or use of force.”"," France International Law Applied To Operations in Cyberspace, pg.3, §1.1.2, ¶5 (2021).¶¶",,,
FRA,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Yes ,"“Many States are acquiring the capacity to prepare and conduct operations in cyberspace. When carried out to the detriment of the rights of other States, such operations may breach international law. Depending on the extent of their intrusion or their effects, they may violate the principles of sovereignty, non-intervention or even the prohibition of the threat or use of force.”","France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2 (2021).¶¶","By making mention how the extent of a hostile state’s intrusion can give rise to further breaches of international law, the converse is implied, that detrimental cyberoperations can take place that are internationally wrongful acts that aren’t prohibited interventions",,
FRA,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,Yes,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶","France International Law Applied To Operations in Cyberspace, pg.3, ¶1 (2021).¶¶",,,
FRA,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur? ¶,Silent,,,,,
FRA,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent,,,,,
FRA,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?,Yes,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶","France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2 (2021).¶¶",,,
FRA,6(a) Do any physical effects constitute a violation?,Ambiguous,"Cyberattacks may constitute a violation of sovereignty¶¶Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶","France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2 (2021).¶¶","Internally inconsistent provisions within the statement, as well as the use of the term cyberattacks.",,
FRA,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?",No,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶","France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2 (2021).¶",,,
FRA,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Ambiguous,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶¶Contrary to the definition given by the Tallinn Manual Group of Experts50, France does not characterise¶a cyberattack solely on the basis of material criteria. It considers that a cyberoperation is an attack where¶the targeted equipment or systems no longer provide the service for which they were implemented,¶whether temporarily or permanently, reversibly or not. If the effects are temporary and/or reversible, the¶attack is characterised where action by the adversary is necessary to restore the infrastructure or system¶(repair of equipment, replacement of a part, reinstallation of a network, etc.).¶","France International Law Applied To Operations in Cyberspace, pg.2, 11 (2021).¶","Internally inconsistent provisions within the statement, as well as the use of the term cyberattacks.",,
FRA,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,No,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶"," France International Law Applied To Operations in Cyberspace, pg.2, (2021).¶¶",,,
FRA,6(d) Does a violation of the rule of sovereignty require that a cyber operation generate death or injury to individuals or damage or destruction to objects within another State’s territory?,No,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶"," France International Law Applied To Operations in Cyberspace, pg.2, (2021).¶¶",,,
FRA,7 Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Ambiguous,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶¶Contrary to the definition given by the Tallinn Manual Group of Experts50, France does not characterise¶a cyberattack solely on the basis of material criteria. It considers that a cyberoperation is an attack where¶the targeted equipment or systems no longer provide the service for which they were implemented,¶whether temporarily or permanently, reversibly or not. If the effects are temporary and/or reversible, the¶attack is characterised where action by the adversary is necessary to restore the infrastructure or system¶(repair of equipment, replacement of a part, reinstallation of a network, etc.).¶","France International Law Applied To Operations in Cyberspace, pg.2, 11 (2021).¶","Internally inconsistent provisions within the statement, as well as the use of the term cyberattacks.",,
FRA,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?,Ambiguous,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶¶Contrary to the definition given by the Tallinn Manual Group of Experts50, France does not characterise¶a cyberattack solely on the basis of material criteria. It considers that a cyberoperation is an attack where¶the targeted equipment or systems no longer provide the service for which they were implemented,¶whether temporarily or permanently, reversibly or not. If the effects are temporary and/or reversible, the¶attack is characterised where action by the adversary is necessary to restore the infrastructure or system¶(repair of equipment, replacement of a part, reinstallation of a network, etc.).¶","France International Law Applied To Operations in Cyberspace, pg.2, 11 (2021).¶","Internally inconsistent provisions within the statement, as well as the use of the term cyberattacks.",,
FRA,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Silent,,,,,
FRA,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,,,,
FRA,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?,Silent,,,,,
FRA,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Silent,,,,,
FRA,9(a) Must the state cyber operation generate prohibited effects directly?,Silent,,,,,
FRA,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent,,,,,
FRA,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Yes,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶","France International Law Applied To Operations in Cyberspace, pg.2, §1.1, ¶2 (2021).¶",,,
FRA,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?,Silent,,,,,
FRA,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,,,
FRA,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,,,
FRA,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Ambiguous,"Any cyberattack against French digital systems or any effects produced on French territory by digital¶means by a State organ, a person or an entity exercising elements of governmental authority or by a¶person or persons acting on the instructions of or under the direction or control of a State constitutes a¶breach of sovereignty.¶¶Contrary to the definition given by the Tallinn Manual Group of Experts50, France does not characterise¶a cyberattack solely on the basis of material criteria. It considers that a cyberoperation is an attack where¶the targeted equipment or systems no longer provide the service for which they were implemented,¶whether temporarily or permanently, reversibly or not. If the effects are temporary and/or reversible, the¶attack is characterised where action by the adversary is necessary to restore the infrastructure or system¶(repair of equipment, replacement of a part, reinstallation of a network, etc.).¶","France International Law Applied To Operations in Cyberspace, pg.2, 11 (2021).¶","Internally inconsistent provisions within the statement, as well as the use of the term cyberattacks.",,
FRA,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
FRA,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent,,,,,
FRA,13(a) Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Silent ,,,,,
FRA,14. Are violations of sovereignty assessed on a case-by-case basis?,Yes,“The gravity of a breach of sovereignty will be assessed on a case-by-case basis in accordance with French cyberdefence governance arrangements in order to determine possible responses in ¶compliance with international law.”,"France International Law Applied To Operations in Cyberspace, pg.3, §1.1.1, ¶6 (2021).¶¶",,,
GER,1. Is sovereignty a foundational principle of the international legal order?,Yes,“The legal principle of State sovereignty applies to States’ activities with regard to Cyberspace.”," Germany on the Application of International Law in Cyberspace, pg.2, §II.a, ¶3(2021).",,,
GER,2. Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"“State sovereignty implies, inter alia, that a State retains a right of regulation, enforcement and adjudication (jurisdiction) with regard to both persons engaging in cyber activities and cyber infrastructure on its territory. “"," Germany on the Application of International Law in Cyberspace, pg.2, §II.a, ¶3 (2021).¶",,,
GER,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes¶,"“Within its borders, a State has the exclusive right – within the framework of international law – to fully exercise its authority, which includes the protection of cyber activities, persons engaging therein as well as cyber infrastructures in the territory of a State against cyber and non-cyber-related interferences attributable to foreign States.”"," Germany on the Application of International Law in Cyberspace, pg.3, §II.a, ¶3 (2021).¶¶",,,
GER,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes¶,"“It is limited only by relevant rules of international law, including international humanitarian law and international human rights law. “","Germany on the Application of International Law in Cyberspace, pg.2, §II.a, ¶3 (2021).¶",,,
GER,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Yes¶,"“Germany agrees with the view that cyber operations attributable to States which violate the sovereignty of another State are contrary to international law. ¶¶In this regard, State sovereignty constitutes a legal norm in its own right and may apply directly as a general norm also in cases in which more specific rules applicable to State behaviour, such as the prohibition of intervention or the use of force, are not applicable.”","Germany on the Application of International Law in Cyberspace, pg.3, §II.a, ¶5 (2021).¶¶¶",,,
GER,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Yes,"“Germany agrees with the view that cyber operations attributable to States which violate the sovereignty of another State are contrary to international law. ¶¶In this regard, State sovereignty constitutes a legal norm in its own right and may apply directly as a general norm also in cases in which more specific rules applicable to State behaviour, such as the  prohibition of intervention or the use of force, are not applicable.”","Germany on the Application of International Law in Cyberspace, pg.3, §II.a, ¶5  (2021).¶¶",,,
GER,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,Yes,"“Germany essentially concurs with the view proffered, inter alia, in the Tallinn Manual 2.0 that cyber operations attributable to a State which lead to physical effects and harm in the  territory of another State constitute a violation of that State’s territorial sovereignty. This encompasses physical damage to cyber infrastructure components per se and physical effects of such damage on persons or on other infrastructure, i.e. cyber or analogue infrastructure components connected to the damaged cyber component or infrastructure located in the vicinity of the damaged cyber infrastructure (provided a sufficient causal link can be established).”"," Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶2  (2021).¶¶",,,
GER,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur? ¶,Yes,"“In any case, negligible physical effects and functional impairments below a certain impact threshold cannot – taken by themselves – be deemed to constitute a violation of territorial sovereignty.”","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶4 (2021).¶",,,
GER,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent,,,,,
GER,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?,Yes,"“Germany essentially concurs with the view proffered, inter alia, in the Tallinn Manual 2.0 that cyber operations attributable to a State which lead to physical effects and harm in the territory of another State constitute a violation of that State’s territorial sovereignty. This encompasses physical damage to cyber infrastructure components per se and physical effects of such damage on persons or on other infrastructure, i.e. cyber or analogue infrastructure components connected to the damaged cyber component or infrastructure located in the vicinity of the damaged cyber infrastructure (provided a sufficient causal link can be established).”","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶2  (2021).¶¶",,,
GER,6(a) Do any physical effects constitute a violation?,No,"“In any case, negligible physical effects and functional impairments below a certain impact threshold cannot – taken by themselves – be deemed to constitute a violation of territorial sovereignty.”","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶4 (2021).¶",,,
GER,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?",No,"“In Germany’s view, this may also apply to certain substantial non-physical (i.e. software-related) functional impairments. In such situations, an evaluation of all relevant circumstances of the individual case will be necessary. If functional impairments result in substantive secondary or indirect physical effects in the territory of the target State (and a sufficient causal link to the cyber operation can be established), a violation of territorial sovereignty will appear highly probable.”"," Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶3  (2021).¶",,,
GER,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Silent,,,,,
GER,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,Silent,,,,,
GER,7 Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Yes.,"Germany generally also concurs with the view expressed and discussed in the Tallinn Manual ¶2.0 that certain effects in form of functional impairments with regard to cyber ¶infrastructures located in a State’s territory may constitute a violation of a State’s territorial ¶sovereignty.18 In Germany’s view, this may also apply to certain substantial non-physical (i.e. ¶software-related) functional impairments. In such situations, an evaluation of all relevant ¶circumstances of the individual case will be necessary. If functional impairments result in ¶substantive secondary or indirect physical effects in the territory of the target State (and a ¶sufficient causal link to the cyber operation can be established), a violation of territorial ¶sovereignty will appear highly probable.","Germany on the Application of International Law in Cyberspace, pg.4, (2021).¶",,,
GER,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?,No.," “In any case, negligible physical effects and functional impairments below a certain impact threshold cannot – taken by themselves – be deemed to constitute a violation of territorial sovereignty.”¶","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶4 (2021).¶",,,
GER,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Ambiguous ,"In Germany’s view, this may also apply to certain substantial non-physical (i.e. ¶software-related) functional impairments.","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶3 (2021).¶",,,
GER,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,¶,,,
GER,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?,Silent,,,,,
GER,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Ambiguous. ,"“The benchmark for the application of the principle of distinction is the effect caused by a cyber attack, irrespective of whether it is exercised in an offensive or a defensive context.¶If functional impairments result in substantive secondary or indirect physical effects in the territory of the target State (and a sufficient causal link to the cyber operation can be established), a violation of territorial sovereignty will appear highly probable.”","Germany on the Application of International Law in Cyberspace, pg.9, §III.b(1), ¶2 (2021).¶¶¶¶","Germany references a necessary causal link between some effects and the cyber operation, but does not specify the type or degree of causal connection. ",,
GER,9(a) Must the state cyber operation generate prohibited effects directly?,No.,"“If functional impairments result in substantive secondary or indirect physical effects in the territory of the target State (and a sufficient causal link to the cyber operation can be established), a violation of territorial sovereignty will appear highly probable.”","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶3 (2021).¶¶",,,
GER,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Ambiguous," “If functional impairments result in substantive secondary or indirect physical effects in the territory of the target State (and a sufficient causal link to the cyber operation can be established), a violation of territorial sovereignty will appear highly probable.”¶","Germany on the Application of International Law in Cyberspace, pg.4, §II.a, ¶3 (2021).¶",,,
GER,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Silent,,,,,
GER,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?,Silent,,,,,
GER,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,,,
