ISO,Question,Answer,Citation,Pincite ,Comment,
FRA,7.7 Are elections part of the domaine réservé? ,Silent,,,,
FRA, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
FRA, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
FRA,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
DEU,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"The prohibition of a wrongful intervention between States20 is not explicitly mentioned in the UN Charter. However, it is a corollary of the sovereignty principle, can be derived from art. 2 para. 1 UN Charter and is grounded in customary international law.","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.4 (2021).",,
DEU,2. Is the scope of the principle of non-intervention uncertain?    ,Yes," Generally, for State-attributable conduct to qualify as a wrongful intervention, the conduct must (1) interfere with the domaine réservé of a foreign State and (2) involve coercion. Especially the definition of the latter element requires further clarification in the cyber context. ","Federal Government of Germany, On the Application of International Law in Cyberspace, pgs.4-5 (2021).",,
DEU,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,“Germany is of the opinion that cyber measures may constitute a prohibited intervention under international law if they are comparable in scale and effect to coercion in non-cyber contexts.”,"Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,4. Is coercion a constituent element of prohibited intervention?, Yes,"“Generally, for State-attributable conduct to qualify as a wrongful intervention, the conduct must (1) interfere with the domaine réservé of a foreign State and (2) involve coercion.” ","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,4.1 Is coercion limited to the employment of physical force? ,No,"Malicious cyber activities will only in some cases amount to direct or indirect use of force. However, measures below this threshold may also qualify as coercive.","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,, ,
DEU, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Ambiguous,"Coercion implies that a State’s internal processes regarding aspects pertaining to its domaine réservé are significantly influenced or thwarted and that its will is manifestly bent by the foreign State’s conduct. 

…it is conceivable that a State, by spreading disinformation via the internet, may deliberately incite violent political upheaval, riots and/or civil strife in a foreign country, thereby significantly impeding the orderly conduct of an election and the casting of ballots. Such activities may be comparable in scale and effect to the support of insurgents and may hence be akin to coercion in the above-mentioned sense.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Silent, ,, ,
DEU,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent,,,,
DEU,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Ambiguous,"“Furthermore, beyond the mentioned examples, cyber activities targeting elections may be comparable in scale and effect to coercion if they aim at and result in a substantive disturbance or even permanent change of the political system of the targeted State, i.e. by significantly eroding public trust in a State’s political organs and processes, by seriously impeding important State organs in the fulfilment of their functions or by dissuading significant groups of citizens from voting, thereby undermining the meaningfulness of an election. Due to the complexity and singularity of such scenarios, it is difficult to formulate abstract criteria. Discussions in this context are still ongoing. “ ","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.6 (2021)."," “Aim at and result in” seems to imply that both are necessary. 
No firm answer provided, last 2 sentences are the reason this was coded as Ambiguous.",
DEU,4.7 Is intent a constituent element of coercion?    ,Yes,"“Moreover, the acting State must intend to intervene in the internal affairs of the target State – otherwise the scope of the non-intervention principle would be unduly broad.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes,"“Moreover, the acting State must intend to intervene in the internal affairs of the target State otherwise the scope of the non-intervention principle would be unduly broad.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", ,
DEU,4.9   Can coercion be indirect?    ,Ambiguous,"“However, measures below this threshold may also qualify as coercive. Generally, Germany is of the opinion that cyber measures may constitute a prohibited intervention under international law if they are comparable in scale and effect
to coercion in non-cyber contexts.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).", DBH - Do we go yes b/c indirect is accepted under non-intervention generally and so would fall within the the “comparable” category?,
DEU,4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
DEU,5. Does intervention include forms of persuasion or propaganda?   ,Ambiguous,"Even harsher forms of communication such as pointed commentary and sharp criticism as well as (persistent) attempts to obtain, through discussion, a certain reaction or the performance of a certain measure from another State do not as such qualify as coercion. 

“…For example, it is conceivable that a State, by spreading disinformation via the internet, may deliberately incite violent political upheaval, riots and/or civil strife in a foreign country, thereby significantly impeding the orderly conduct of an election and the casting of ballots.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021)."," DBH cmts – statement points in different directions at points on this ...

Read this as a form of propaganda",
DEU,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
DEU,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,,,,
DEU,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,Yes,"Moreover, the acting State must intend to intervene in the internal affairs of the target State – otherwise the scope of the non-intervention principle would be unduly broad.","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).",,
DEU,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Silent,,,,
DEU,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,"“Generally, for State-attributable conduct to qualify as a wrongful intervention, the conduct must (1) interfere with the domaine réservé of a foreign State”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5 (2021).",,
DEU,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"“By virtue of sovereignty, a State’s political independence is protected and it retains the right to freely choose its political, social, economic and cultural system. Inter alia, a State may generally decide freely which role information and communication technologies should play in its governmental, administrative and adjudicative proceedings.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.3 (2021).",Does not necessarily limit to the listed matters.,
DEU,Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
DEU,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
DEU,7.7 Are elections part of the domaine réservé? ,Yes,"“Germany generally agrees with the opinion that malicious cyber activities targeting foreign elections may – either individually or as part of a wider campaign involving cyber and non-cyber-related tactics – constitute a wrongful intervention.”

“Also, the disabling of election infrastructure and technology such as electronic ballots, etc. by malicious cyber activities may constitute a prohibited intervention, in particular if this compromises or even prevents the holding of an election, or if the results of an election are thereby substantially modified.”","Federal Government of Germany, On the Application of International Law in Cyberspace, pg.5-6 (2021).",,
DEU, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
DEU, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
DEU,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
GUA,1. Is the prohibition of non-intervention a norm of customary international law? ,Silent,,,,
GUA,2. Is the scope of the principle of non-intervention uncertain?    ,Silent,,,,
GUA,3. Does the prohibition of non-intervention apply to cyber-operations? ,Silent,,,,
GUA,4. Is coercion a constituent element of prohibited intervention?,"Silent
", ,, ,
GUA,4.1 Is coercion limited to the employment of physical force? ,"Silent
",,, ,
GUA,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,"Silent
",,, ,
GUA, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,"Silent
",,, ,
GUA, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,"Silent
", ,, ,
GUA,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,"Silent
"," 
 ",, ,
GUA,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,"Silent
", ,, ,
GUA,4.7 Is intent a constituent element of coercion?    ," Silent
",,, ,
GUA,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent, ,, ,
GUA,4.9  Can coercion be indirect?    ,"Silent
", ,, ,
GUA, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,"Silent
",,, ,
GUA,5. Does intervention include forms of persuasion or propaganda?   ,"Silent
",,, ,
GUA,6. Is there a de minimis exception to the prohibition?  ,"Silent
",,,,
GUA,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ","Silent
",,,,
GUA,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,"Silent
",,,,
GUA,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,"Silent
",,,,
GUA,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,"Silent
",,,,
GUA,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ","Silent
",,,,
GUA, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,"Silent
",,,,
GUA,7.6 Is critical infrastructure part of the domaine réservé?  ,"Silent
",,,,
GUA,7.7 Are elections part of the domaine réservé? ,"Silent
",,,,
GUA, 7.8 Is the operation of legislatures a part of the domaine réservé?,"Silent
",,,,
GUA, 7.9 Is financial system stability part of the domaine réservé?  ,"Silent
",,,,
GUA,7.10 Are medical services part of the domaine réservé?  ,"Silent
",,,,
GUY,1. Is the prohibition of non-intervention a norm of customary international law? , Ambiguous,"“Cyber infrastructure located in areas covered by the territorial sovereignty is protected against interference by other States. This protection is not limited to activities amounting to an unjustified use of force, to an armed attack or to a prohibited intervention.”","OAS Inter-American Juridical Committee Questionnaire - Response by Guyana, pg.5, question 8 (2019).",Guyana’s position recognizes that territorial sovereignty entails protection against activities amounting to prohibited intervention.,
GUY,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
GUY,3. Does the prohibition of non-intervention apply to cyber-operations? ,"Ambiguous
"," “Cyber infrastructure located in areas covered by the territorial sovereignty is protected against interference by other States. This protection is not limited to activities amounting to an unjustified use of force, to an armed attack or to a prohibited intervention.”","OAS Inter-American Juridical Committee Questionnaire - Response by Guyana, pg.5, question 8 (2019)."," Although international law should apply to cyberspace, Guayana’s position acknowledges that traditional principles are difficult to apply. However, this difficulty is mentioned mainly in respect to use of force, rather than non-intervention.",
GUY,4. Is coercion a constituent element of prohibited intervention?," Silent
", ,, ,
GUY,4.1 Is coercion limited to the employment of physical force? ,"Silent
",,, ,
GUY,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,, ,
GUY, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,"Silent
",,, ,
GUY, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Silent, ,, ,
GUY,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
GUY,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Silent, ,, ,
GUY,4.7 Is intent a constituent element of coercion?    , Silent,,, ,
GUY,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent, ,, ,
GUY,4.9  Can coercion be indirect?    ,Silent, ,, ,
GUY, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
GUY,5. Does intervention include forms of persuasion or propaganda?   ,Silent,,, ,
GUY,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
GUY,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,,,,
GUY,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,Silent,,,,
GUY,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Silent,,,,
GUY,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Silent,,,,
GUY,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Silent,,,,
GUY, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
GUY,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
GUY,7.7 Are elections part of the domaine réservé? ,Silent,,,,
GUY, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
GUY, 7.9 Is financial system stability part of the domaine réservé?  ,"Silent
",,,,
GUY,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
IRN,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"1. “The principle of non-intervention, without any doubt, is an independent principle of customary international law and any measure to change the political regime such as political forceful intervention is a gross violation of this principle.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1 (2020)", Nournews,
IRN,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
IRN,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,"1. “The principle of non-intervention, without any doubt, is an independent principle of customary international law and any measure to change the political regime such as political forceful intervention is a gross violation of this principle. Measures like cyber manipulation of elections or engineering the public opinions on the eve of the elections may be constituted of the examples of gross intervention. The intervention, also, covers situations in which the non-cyber measures may occur in the cyber activities relating to the internal and external affairs of the other state. Cyber activities paralyzing websites in a state to provoke internal tensions and conflicts or sending mass messages in a widespread manner to the voters to affect the result of the elections in other states is also considered as the forbidden intervention.” ","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1(2020)











", ,
IRN,4. Is coercion a constituent element of prohibited intervention?, Ambiguous," 2. “Armed intervention and all other forms of intervention or attempt to threaten against the personality of state or political, economic, social, and cultural organs of it through cyber and any other tools are regarded as unlawful. No state may compel the other state, by resorting to cyber and other means, to use or encourage to use of political, economic, or any other measures to subject that state in exercising its sovereign rights or guaranteeing concessions from that state.”
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶2-3 (2020)", Iran’s position recognizes a wide variety of techniques that may be used to compel or coerce a state into exercising sovereign rights as a form of intervention.,
IRN,4.1 Is coercion limited to the employment of physical force? ,No," 2. “Armed intervention and all other forms of intervention or attempt to threaten against the personality of state or political, economic, social, and cultural organs of it through cyber and any other tools are regarded as unlawful. No state may compel the other state, by resorting to cyber and other means, to use or encourage to use of political, economic, or any other measures to subject that state in exercising its sovereign rights or guaranteeing concessions from that state.”
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶2-3 (2020)"," Iran’s position recognizes a wide variety of techniques that may be used to compel or coerce a state into exercising sovereign rights as a form of intervention, including non-physical forms of duress and intrigue.",
IRN,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Yes," 2. “Armed intervention and all other forms of intervention or attempt to threaten against the personality of state or political, economic, social, and cultural organs of it through cyber and any other tools are regarded as unlawful. No state may compel the other state, by resorting to cyber and other means, to use or encourage to use of political, economic, or any other measures to subject that state in exercising its sovereign rights or guaranteeing concessions from that state.”
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶2-3 (2020)"," Although dictatorial demands are not specifically mentioned, Iran’s position recognizes acts of compulsion as unlawful forms of intervention. Acts of compulsion may be dainty forms or complicated techniques of duress, outrage, or intrigue.",
IRN, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Silent,"
",, ,
IRN, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Ambiguous," 2. “Armed intervention and all other forms of intervention or attempt to threaten against the personality of state or political, economic, social, and cultural organs of it through cyber and any other tools are regarded as unlawful. No state may compel the other state, by resorting to cyber and other means, to use or encourage to use of political, economic, or any other measures to subject that state in exercising its sovereign rights or guaranteeing concessions from that state.”
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶2-3 (2020)"," Iran’s position notes that acts or measures designed to affect a state’s exercise of its sovereign rights are a form of intervention. Although coercion is not explicitly defined, acts of compulsion implicate forms of intervention.",
IRN,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
IRN,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Yes,"1. “…Cyber activities paralyzing websites in a state to provoke internal tensions and conflicts or sending mass messages in a widespread manner to the voters to affect the result of the elections in other states is also considered as the forbidden intervention.”

2. “Armed intervention and all other forms of intervention or attempt to threaten against the personality of state or political, economic, social, and cultural organs of it through cyber and any other tools are regarded as unlawful. No state may compel the other state, by resorting to cyber and other means, to use or encourage to use of political, economic, or any other measures to subject that state in exercising its sovereign rights or guaranteeing concessions from that state.” 
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1-3 (2020)"," Although coercion is not explicitly defined, acts of compulsion implicate coercive forms of intervention in Iran’s position.",
IRN,4.7 Is intent a constituent element of coercion?    , Silent ,,, ,
IRN,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Ambiguous," 4. “Every state enjoys the inherent right to the full development of information system and mass media and their employment, without intervention, to advance their own political, social, economic, and cultural interests and aspirations. Any measure resulting in impediment, denying, and or restricting operation of signals and means of information transfer and providing control systems and exercising the sovereignty of the state is regarded as unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶4 (2020)"," Although the intent to influence outcomes or conduct regarding protected sovereign prerogatives is sufficient to show intervention, Iran’s position does not clearly explain any necessary intent or design behind coercion. For example, mere tampering with information transfers in any kind of media is deemed to be unlawful, which could be construed broadly.",
IRN,4.9  Can coercion be indirect?    ,Silent,,,,
IRN, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
IRN,5. Does intervention include forms of persuasion or propaganda?   ,Yes,"1. “The principle of non-intervention, without any doubt, is an independent principle of customary international law and any measure to change the political regime such as political forceful intervention is a gross violation of this principle. Measures like cyber manipulation of elections or engineering the public opinions on the eve of the elections may be constituted of the examples of gross intervention. The intervention, also, covers situations in which the non-cyber measures may occur in the cyber activities relating to the internal and external affairs of the other state. Cyber activities paralyzing websites in a state to provoke internal tensions and conflicts or sending mass messages in a widespread manner to the voters to affect the result of the elections in other states is also considered as the forbidden intervention.”
3. “All explicit and dainty forms and complicated techniques of duress, overthrow, and outrage (whether Cyber or non-cyber) to intrigue in the political, social, or economic order of other states or destabilizing governments seeking liberalization of their own economic, political and cultural system form control or intervention of foreigners, is unlawful.”
4. “Every state enjoys the inherent right to the full development of information system and mass media and their employment, without intervention, to advance their own political, social, economic, and cultural interests and aspirations. Any measure resulting in impediment, denying, and or restricting operation of signals and means of information transfer and providing control systems and exercising the sovereignty of the state is regarded as unlawful.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1, 3-4 (2020)", ,
IRN,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
IRN,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,,,,
IRN,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"“The intervention, also, covers situations in which the non-cyber measures may occur in the cyber activities relating to the internal and external affairs of the other state.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1 (2020)",,
IRN,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"“The intervention, also, covers situations in which the non-cyber measures may occur in the cyber activities relating to the internal and external affairs of the other state.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1 (2020)",,
IRN,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,No,,,Iran’s position does not discuss domaine réservé.,
IRN,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",No,"“The Islamic Republic of Iran has developed its sovereignty fields consistent with necessary capabilities for protection of its strategic military, economic, social, cultural, and political authority.”","Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1 (2020)","Although Iran’s position does not discuss domaine réservé, its fields of sovereignty are developed in accord with the protections of its strategic military, economic, social, cultural, and political authority.",
IRN, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
IRN,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
IRN,7.7 Are elections part of the domaine réservé? ,Yes,“Measures like cyber manipulation of elections or engineering the public opinions on the eve of the elections may be constituted of the examples of gross intervention.”,"Position Paper of the Republic of Iran, pg. 3, Art. III, ¶1 (2020)","Election interference is listed as a violation of non-intervention. However, Iran’s position does not mention whether elections are necessarily a part of domaine réservé.",
IRN, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
IRN, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
IRN,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
IRL,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"1. “International law, including the Charter of the United Nations, applies in cyberspace.”

8. “The principle of non-intervention in the internal affairs of states, a corollary of the principle of sovereignty, involves the right of every sovereign state to conduct its affairs without interference.”","
Ireland Position Paper on the Application of International Law in Cyberspace, pg. 1, ¶1; pg. 2, ¶ 8 (2023). "," Ireland’s position closely links the principle of non-intervention to the principle of sovereignty, recognizing international law under the Charter of the United Nations.",
IRL,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,,,
IRL,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,"8. “The principle of non-intervention in the internal affairs of states, a corollary of the principle of sovereignty, involves the right of every sovereign state to conduct its affairs
without interference. The principle of non-intervention, outside the context of use of force, applies to one state’s actions in relation to another state where two elements are
present: (i) coercion by one state of another state; and (ii) in relation to ‘matters in which each state is permitted, by the principle of state sovereignty, to decide freely.’”

9. “In order for the principle to be engaged, an intervention in the cyber context must be of sufficient seriousness, comparable in scale and effects to coercive action in a non-cyber context.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶¶ 8-9 (2023).", ,
IRL,4. Is coercion a constituent element of prohibited intervention?, Yes,"8. “The principle of non-intervention, outside the context of use of force, applies to one state’s actions in relation to another state where two elements are present: (i) coercion by one state of another state; and (ii) in relation to ‘matters in which each state is permitted, by the principle of state sovereignty, to decide freely.’”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).", ,
IRL,4.1 Is coercion limited to the employment of physical force? ,Silent,,,,
IRL,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,,,
IRL, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Silent,,,,
IRL, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Yes,"8. “The principle of non-intervention, outside the context of use of force, applies to one state’s actions in relation to another state where two elements are present: (i) coercion by one state of another state; and (ii) in relation to ‘matters in which each state is permitted, by the principle of state sovereignty, to decide freely.’ As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural system, and the formulation of foreign policy.’”
","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023)."," Ireland’s position recognizes that coercion in relation to matters of state sovereignty is an element of intervention. Coercion that affects the free choice of a political, economic, social, and cultural system or foreign policy is thus unlawful.",
IRL,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
IRL,4.6  Can attempts to coerce an outcome amount to prohibited intervention?      ,Silent,,,,
IRL,4.7 Is intent a constituent element of coercion?    , Silent,,, ,
IRL,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes,"8. “The principle of non-intervention, outside the context of use of force, applies to one state’s actions in relation to another state where two elements are present: (i) coercion by one state of another state; and (ii) in relation to ‘matters in which each state is permitted, by the principle of state sovereignty, to decide freely.’”

9. “In order for the principle to be engaged, an intervention in the cyber context must be of sufficient seriousness, comparable in scale and effects to coercive action in a non-cyber context.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶¶ 8-9 (2023).", ,
IRL,4.9  Can coercion be indirect?    ,Silent,,,,
IRL, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
IRL,5. Does intervention include forms of persuasion or propaganda?   ,Ambiguous,"10. “Unlawful interventions should be distinguished from lawful forms of influence and pressure on states, such as lobbying governments or unfriendly acts. Likewise, they do not include countermeasures permitted under international law to induce a state to comply with its obligations on foot of an internationally wrongful act.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 3, ¶ 10 (2023)."," Ireland’s position recognizes that lobbying governments or conducting unfriendly acts may be lawful forms of influence or pressure on states, rather than unlawful intervention. Ireland’s position leaves unclear whether propaganda is always a lawful form of influence.",
IRL,6. Is there a de minimis exception to the prohibition?  ,Yes,"9. “In order for the principle to be engaged, an intervention in the cyber context must be of sufficient seriousness, comparable in scale and effects to coercive action in a non-cyber context.”

10. “Unlawful interventions should be distinguished from lawful forms of influence and pressure on states, such as lobbying governments or unfriendly acts. Likewise, they do not include countermeasures permitted under international law to induce a state to comply with its obligations on foot of an internationally wrongful act.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2-3, ¶ 9-10 (2023).","Ireland’s position notes that an intervention may occur even in the cyber context as long as the coercive action is of sufficient seriousness, as compared to the scale and effects of non-cyber contexts, suggesting that a de minims threshold must be crossed to trigger the principle of non-intervention.",
IRL,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,"8. “The principle of non-intervention, outside the context of use of force, applies to one state’s actions in relation to another state where two elements are present: (i) coercion by one state of another state; and (ii) in relation to ‘matters in which each state is permitted, by the principle of state sovereignty, to decide freely.’”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).",,
IRL,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"8. “… As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).",,
IRL,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"8. “… As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).",,
